Property Address,Property City,Property Zip Code,Sale Date,Sale_Price,PropertyType,Cap_Rate,Bldg SF,Floor Area Ratio,Building Class,Building Condition,BuildingMaterials,Year Built,Number Of Units,Longitude,Latitude
1613 6th St,Berkeley,94710,6/28/2010,859720,Multi-Family,8.65,5375,0.731491562,C,Other,Unknown,1965,7,-122.2991369,37.8736386
2 W Cavour,Daly City,94014,10/7/2010,850000,Multi-Family,5.31,6373,2.36037037,C,Other,WoodFrame,1965,6,-122.466057,37.695065
316 Oakland Ave,Oakland,94611,2/16/2011,827000,Multi-Family,7.34,3886,0.971985993,B,Other,Masonry,1920,8,-122.256763,37.816554
3405 Dimond Ave,Oakland,94602,10/18/2010,825000,Multi-Family,6.67,5905,0.562541679,C,Other,WoodFrame,1956,10,-122.217836,37.799695
1764 De Marietta Ave,San Jose,95126,12/15/2010,820000,Multi-Family,6.25,4339,0.553443878,C,Other,Masonry,1973,4,-121.92491,37.302124
2600 International Blvd,Oakland,94601,2/1/2011,820000,Multi-Family,10.16,12158,1.430689574,C,Other,WoodFrame,1925,24,-122.2322812,37.7816007
2245 18th St,San Francisco,94107,12/13/2010,808000,Multi-Family,2.6,4112,1.6448,C,Other,Unknown,1956,4,-122.4049428,37.7619627
2351 Sutter Ave,Santa Clara,95050,11/2/2010,802000,Multi-Family,5,4280,0.577987846,C,Other,Unknown,1962,6,-121.962327,37.329305
634 Hollenbeck Ave,Sunnyvale,94087,3/30/2011,800000,Multi-Family,3.8,2950,0.49183061,C,Other,Unknown,1964,3,-122.0410005,37.3686587
3101-3115 California St,Berkeley,94703,3/23/2011,785000,Multi-Family,7.92,3160,0.453436648,C,Other,Masonry,1923,8,-122.276355,37.851576
1417 Pacific Ave,San Leandro,94577,9/29/2010,770000,Multi-Family,9.41,7592,0.54915009,C,Other,Masonry,1969,9,-122.166032,37.719116
1865-1875 Powell St,San Pablo,94806,11/10/2010,750000,Multi-Family,9.45,7938,0.802791262,C,Other,Unknown,1958,12,-122.346319,37.957985
770 Natoma St,San Francisco,94103,8/20/2010,745000,Multi-Family,6.04,3330,0.809824903,C,Poor,WoodFrame,1907,6,-122.413351,37.775937
1193 Francisco Ave,San Jose,95126,2/24/2011,735000,Multi-Family,5.33,3794,0.544410963,C,Other,Masonry,1963,4,-121.9222222,37.3023488
5 Elaine Way,San Rafael,94901,1/25/2011,730000,Multi-Family,6.23,7766,1.048750844,C,Other,Unknown,1962,5,-122.5019396,37.9658077
211-219 Alden Rd,Hayward,94541,9/21/2010,723000,Multi-Family,6.5,8063,0.299083794,C,Other,WoodFrame,1927,6,-122.112574,37.681591
840 Di Fiore Dr,San Jose,95128,3/29/2011,716000,Multi-Family,4.25,3650,0.558616468,C,Other,Unknown,1964,4,-121.9239679,37.3117545
1759 Seminary Ave,Oakland,94621,3/25/2011,712500,Multi-Family,8.31,17007,0.681615967,C,Other,Masonry,1930,30,-122.196728,37.767484
3238 Impala Dr,San Jose,95117,3/28/2011,711500,Multi-Family,5.36,3834,0.550150667,C,Other,Masonry,1959,6,-121.953955,37.295757
2861-2865 San Bruno Ave,San Francisco,94134,6/30/2010,680000,Retail,5.93,2400,1.207832666,Unknown,Other,WoodFrame,1950,2,-122.4025709,37.7257692
1179 Francisco Ave,San Jose,95126,2/18/2011,660000,Multi-Family,4.42,3544,0.50853781,B,Other,Masonry,1963,4,-121.9222275,37.3025335
2313 9th St,Berkeley,94710,12/29/2010,640000,Multi-Family,9.02,6943,1.062595654,C,Other,WoodFrame,1962,6,-122.292502,37.863743
7878 Macarthur Blvd,Oakland,94605,12/10/2010,620000,Multi-Family,3.37,11556,0.856063412,C,Other,Masonry,1960,21,-122.1670051,37.765599
924 Sharmon Palms Ln,Campbell,95008,3/4/2011,610000,Multi-Family,5.37,3150,0.401785714,A,Other,Unknown,1962,4,-121.961431,37.273382
1443 6th Ave,Oakland,94606,8/26/2010,585000,Multi-Family,8.51,6970,0.435652228,B,Other,WoodFrame,1896,14,-122.252487,37.795734
80 Fairmount Ave,Oakland,94611,12/14/2010,579000,Multi-Family,8,3374,0.545513339,C,Other,WoodFrame,1950,5,-122.2601878,37.8163062
2023 Chanslor Ave,Richmond,94801,9/3/2010,578825,Multi-Family,8.72,6264,0.742443997,C,Other,WoodFrame,1964,8,-122.349883,37.932718
712 Natoma St,San Francisco,94103,1/28/2011,540000,Multi-Family,6.05,4400,2.349172451,C,Other,WoodFrame,1906,6,-122.412624,37.7765205
7629 Lockwood St,Oakland,94621,3/28/2011,540000,Multi-Family,13.5,14040,0.801781737,C,Other,Masonry,1961,17,-122.179442,37.760978
1072 60th St,Oakland,94608,8/13/2010,500000,Multi-Family,3.74,4343,0.914700927,C,Other,WoodFrame,1907,7,-122.282179,37.843474
1011 Locust St,San Jose,95110,11/16/2010,450000,Multi-Family,6.84,1796,0.342748092,C,Other,WoodFrame,1954,4,-121.88411,37.317439
7975-7979 Macarthur Blvd,Oakland,94605,12/10/2010,450000,Multi-Family,11.42,16368,0.919653894,C,Other,Masonry,1940,24,-122.166324,37.763744
1833 33rd Ave,Oakland,94601,2/14/2011,450000,Multi-Family,4,4628,0.699516324,C,Other,Unknown,1948,8,-122.2224367,37.7824802
2926 Brookdale Ave,Oakland,94602,9/1/2010,435000,Multi-Family,5.25,5559,0.654153919,C,Other,WoodFrame,1964,6,-122.216091,37.792736
9636 Bancroft Ave,Oakland,94603,3/17/2011,429000,Multi-Family,13.66,13420,0.909892196,C,Other,WoodFrame,1948,12,-122.162083,37.749481
2312 E 15th St,Oakland,94601,3/17/2011,422500,Multi-Family,12.25,4464,1.789178357,C,Other,Masonry,1905,8,-122.23455,37.784193
2100-2108 90th Ave,Oakland,94603,12/21/2010,400000,Multi-Family,13.31,7685,0.869147252,C,Other,WoodFrame,1966,10,-122.166454,37.753003
637-643 York St,Vallejo,94590,12/30/2010,400000,Multi-Family,9.5,9860,0.943179644,C,Other,WoodFrame,1925,11,-122.2520888,38.0998725
1505 Roosevelt Ave,Richmond,94801,7/13/2010,395000,Multi-Family,14.47,5280,0.484848485,C,Other,Unknown,1990,8,-122.355186,37.94012
2103-2107 Bissell Ave,Richmond,94801,7/7/2010,385000,Multi-Family,9.42,3842,0.732088415,C,Other,WoodFrame,1962,6,-122.349382,37.9343642
11046-11056 San Leandro St,Oakland,94603,12/22/2010,330000,Multi-Family,10,5040,0.561434778,C,Other,WoodFrame,1947,11,-122.1705634,37.7323758
1315 Harbor St,Pittsburg,94565,11/30/2010,330000,Multi-Family,12.12,3870,0.634634306,C,Other,Unknown,1955,8,-121.8794751,38.0229693
509 Lincoln Rd W,Vallejo,94590,11/19/2010,325000,Multi-Family,18.15,5797,0.604925389,C,Other,WoodFrame,1964,11,-122.230264,38.096877
2114-2122 Bissell Ave,Richmond,94801,7/1/2010,315000,Multi-Family,8.27,3000,0.6,C,Other,WoodFrame,1952,5,-122.3490014,37.9339001
1088 28th St,Oakland,94608,2/25/2011,195000,Multi-Family,15,2303,0.418651154,C,Other,WoodFrame,1930,5,-122.2809564,37.8201119
3400 Richmond Pky,San Pablo,94806,6/1/2011,140500000,Multi-Family,6.12,892224,0.40826483,A,Other,Steel,1987,1008,-122.3261157,37.9858735
101-141 Embarcadero,Oakland,94607,5/31/2011,64900000,Multi-Family,5,307808,0.782597199,B,Good,Masonry,2001,282,-122.271862,37.792158
1076 Carol Ln,Lafayette,94549,8/12/2011,48750000,Multi-Family,4.8,151790,0.423919813,B,Other,Unknown,1973,150,-122.101843,37.895243
309 Springfield Dr,San Ramon,94583,4/25/2011,40000000,Multi-Family,5.05,147720,0.326389564,C,Other,WoodFrame,1987,200,-121.950881,37.761076
88 Hillside Blvd,Daly City,94014,9/20/2011,39520000,Multi-Family,6.3,159325,2.114241355,A,Other,ReinforcedConcrete,2008,95,-122.4626916,37.7031129
1555 Riviera Ave,Walnut Creek,94596,6/29/2011,27400000,Multi-Family,4.5,92927,1.859283713,B,Other,Masonry,1991,109,-122.06649,37.910669
1640 La Rossa Cir,San Jose,95125,6/30/2011,25162000,Multi-Family,5.25,120000,0.535958338,C,Other,Unknown,1988,144,-121.8776846,37.310026
2315 College Ave,Berkeley,94704,5/24/2011,16300000,Multi-Family,5,65750,3.35202651,C,Other,Masonry,1950,55,-122.254174,37.868871
1611 Parkmoor Ave,San Jose,95128,7/28/2011,15400000,Multi-Family,5.02,73405,0.441138468,C,Other,WoodFrame,1977,104,-121.919573,37.317358
22281 Center St,Castro Valley,94546,7/29/2011,12852000,Multi-Family,5.75,132424,0.999426415,C,Other,Masonry,1963,108,-122.0636967,37.6863703
335 Talbot Ave,Pacifica,94044,8/19/2011,11300000,Multi-Family,5.7,48400,1.157424014,C,Other,Unknown,1964,61,-122.4870233,37.6331427
110 Dias Cir,Pittsburg,94565,4/20/2011,10500000,Multi-Family,6.7,121284,0.347706924,B,Other,ReinforcedConcrete,1989,137,-121.873469,38.009134
13495 Bancroft Ave,San Leandro,94578,4/19/2011,9900000,Multi-Family,4.5,65471,0.703989247,C,Other,ReinforcedConcrete,1963,93,-122.1426043,37.7165563
887-895 Bush St,San Francisco,94108,8/31/2011,9500000,Multi-Family,6.7,42024,4.983279972,C,Other,Unknown,1923,69,-122.4118732,37.7896151
2224-2228 Union St,San Francisco,94123,9/30/2011,7300000,Multi-Family,4.51,21325,2.215354249,C,Other,WoodFrame,1904,29,-122.436121,37.797221
1200 Alpine Rd,Walnut Creek,94596,5/4/2011,6000000,Multi-Family,5.55,29760,0.414057935,C,Other,WoodFrame,1959,57,-122.065903,37.896353
1300 26th Ave,San Francisco,94122,4/27/2011,5634000,Multi-Family,4.34,31010,5.385550538,B,Needs Improvement,Masonry,1929,29,-122.4844109,37.7630146
2650 Franklin St,San Francisco,94123,7/15/2011,5400000,Multi-Family,5.6,17211,2.483549784,C,Other,WoodFrame,1925,27,-122.4255518,37.7990729
2190 Beach St,San Francisco,94123,9/23/2011,5400000,Multi-Family,4.57,14535,2.650437637,C,Other,Masonry,1927,21,-122.4450483,37.8036559
155 Nova Albion Way,San Rafael,94903,9/13/2011,5285000,Multi-Family,5.75,25510,0.585629017,B,Other,WoodFrame,1963,30,-122.5505505,38.0057917
1760-1770 Filbert St,San Francisco,94123,8/17/2011,5200000,Multi-Family,6.2,9680,1.135617081,C,Other,WoodFrame,1908,16,-122.428536,37.799178
2726-2738 Kollmar Dr,San Jose,95127,8/16/2011,5050000,Multi-Family,6.78,48000,1.550738216,C,Other,WoodFrame,1961,60,-121.8246773,37.3507743
2754 Pierce St,San Francisco,94123,6/3/2011,4970000,Multi-Family,5.13,14100,2.41025641,C,Other,ReinforcedConcrete,1907,12,-122.438276,37.795625
401 Hyde St,San Francisco,94109,9/30/2011,4775000,Multi-Family,6.06,22679,5.812147617,B,Other,Steel,1924,35,-122.416404,37.784598
230 Central Ave,San Francisco,94117,5/10/2011,4750000,Multi-Family,4.98,24380,2.332121676,C,Other,Unknown,1928,30,-122.443529,37.771823
1350 Pine St,San Francisco,94109,9/20/2011,4710000,Multi-Family,7.88,17864,3.092797784,C,Other,WoodFrame,1909,28,-122.418217,37.790193
314 Perkins St,Oakland,94610,4/29/2011,4675000,Multi-Family,6.19,32778,2.150081994,C,Other,Masonry,1972,35,-122.2550416,37.812322
2091 California St,Berkeley,94703,7/21/2011,4425000,Multi-Family,6.5,30288,2.946303502,C,Other,WoodFrame,1928,42,-122.2794647,37.8700551
1640 Bay St,San Francisco,94123,7/16/2011,4300000,Multi-Family,4.98,19868,2.627347263,C,Other,ReinforcedConcrete,1956,17,-122.4340791,37.8031572
3565 Fillmore St,San Francisco,94123,8/2/2011,4200000,Multi-Family,4.32,17484,3.4968,B,Other,WoodFrame,1926,18,-122.4370358,37.8023926
100 Village Dr,Brentwood,94513,6/15/2011,4160000,Multi-Family,7.6,29376,0.426827851,C,Other,WoodFrame,1971,52,-121.694794,37.940891
1501 Leavenworth St,San Francisco,94109,7/14/2011,4125000,Multi-Family,5.6,11253,3.956751055,C,Other,WoodFrame,1909,24,-122.4166996,37.7949837
145 Fell St,San Francisco,94102,7/22/2011,3900000,Multi-Family,5.75,22000,4.43101712,B,Other,Masonry,1907,41,-122.4202418,37.7760113
2736-2758 Franklin St,San Francisco,94123,7/15/2011,3575000,Multi-Family,5.89,12720,2.393677079,C,Good,WoodFrame,1910,12,-122.425634,37.7998
1035 Bush St,San Francisco,94109,6/10/2011,3565000,Multi-Family,5.57,20980,2.77954425,B,Other,Unknown,1915,16,-122.41435,37.789255
301 Fairgrounds Dr,Vallejo,94589,6/30/2011,3525000,Multi-Family,5.1,54000,0.536656629,C,Other,WoodFrame,1974,54,-122.2303339,38.1262474
2301 Scott St,San Francisco,94115,8/5/2011,3400000,Multi-Family,4.04,5775,1.894063627,C,Other,WoodFrame,1900,6,-122.439577,37.791057
325 26th Ave,San Francisco,94121,6/30/2011,3400000,Multi-Family,5.5,13215,2.078156943,C,Other,WoodFrame,1963,14,-122.4863597,37.7832186
435 Walnut St,San Carlos,94070,4/5/2011,3350000,Multi-Family,4.07,13826,0.892115112,C,Other,Unknown,1953,18,-122.263695,37.507812
4034-4048 Hamilton Ave,San Jose,95130,8/31/2011,3200000,Multi-Family,5.85,31660,1.172679458,C,Other,Masonry,1963,24,-121.9734905,37.2935869
1246 Sacramento St,San Francisco,94108,4/26/2011,3060000,Multi-Family,5.59,7044,2.133898819,C,Other,Unknown,1915,8,-122.413436,37.792709
1045 Lake St,San Francisco,94118,7/25/2011,2950000,Multi-Family,3.4,15572,3.611317254,B,Other,WoodFrame,1922,9,-122.470803,37.786209
2701 High St,Oakland,94619,8/12/2011,2915000,Multi-Family,9,27103,1.246917556,C,Other,WoodFrame,1989,5,-122.203468,37.783434
468 Manor Dr,Pacifica,94044,4/19/2011,2850000,Multi-Family,6.89,13140,0.309453158,C,Other,WoodFrame,1964,16,-122.4807982,37.6463972
969-975 Valencia St,San Francisco,94110,7/19/2011,2850000,Multi-Family,6.92,9740,2.353794103,C,Other,Masonry,1925,12,-122.42103,37.757461
1357 Clay St,San Francisco,94109,7/29/2011,2840000,Multi-Family,5.3,8875,2.397352782,C,Good,Unknown,1913,14,-122.4153635,37.7929182
5136-5150 Geary Blvd,San Francisco,94118,6/3/2011,2800000,Multi-Family,5.8,16290,3.739669421,B,Other,WoodFrame,1924,20,-122.4746742,37.780829
1751 Marco Polo Way,Burlingame,94010,8/16/2011,2655000,Multi-Family,6.2,11159,0.703815831,C,Other,Unknown,1957,10,-122.385637,37.5902975
1025 Boranda Ave,Mountain View,94040,9/14/2011,2650000,Multi-Family,4.94,8100,0.407342218,C,Other,WoodFrame,1957,16,-122.082016,37.382351
605-611 Haight St,San Francisco,94117,5/6/2011,2649000,Multi-Family,6.25,7900,1.57716111,C,Other,WoodFrame,1900,6,-122.4324157,37.7716526
1575 Broadway,San Francisco,94109,5/20/2011,2645000,Multi-Family,5.69,8355,1.981736243,B,Other,Unknown,1925,14,-122.4227954,37.7956199
700 Race St,San Jose,95126,6/17/2011,2620000,Multi-Family,6.3,13921,0.791055802,C,Needs Improvement,WoodFrame,1964,22,-121.9105188,37.3139947
500 36th Ave,San Francisco,94121,5/13/2011,2604000,Multi-Family,5.53,10063,3.300426369,C,Other,Unknown,1939,11,-122.4963886,37.7792517
1620 Adelaide St,Concord,94520,4/13/2011,2570000,Multi-Family,7.4,18600,0.454256826,C,Other,WoodFrame,1964,33,-122.0394698,37.970492
2012 Broadway St,San Francisco,94115,4/29/2011,2550000,Multi-Family,5.02,5337,1.201215395,C,Good,WoodFrame,1900,4,-122.4306834,37.7950976
2339 California St,San Francisco,94115,4/6/2011,2420000,Multi-Family,5.47,6525,2.573964497,C,Other,Unknown,1925,12,-122.4328024,37.7888699
2960 Fillmore St,San Francisco,94123,4/8/2011,2414500,Multi-Family,4.9,7140,2.476586889,B,Other,Masonry,1926,12,-122.435241,37.7968286
2155 Scott St,San Francisco,94115,6/8/2011,2400000,Multi-Family,4.04,4040,1.783664459,C,Other,WoodFrame,1900,6,-122.439298,37.789916
1901 Pacific Ave,San Francisco,94109,7/8/2011,2395000,Multi-Family,4.35,5772,2.325543916,B,Good,WoodFrame,1900,8,-122.4267037,37.7942373
410 Evelyn Ave,Albany,94706,6/13/2011,2350000,Multi-Family,4.89,13560,0.345883073,C,Other,WoodFrame,1973,12,-122.2972853,37.898474
5763 Mission St,San Francisco,94112,8/24/2011,2330000,Multi-Family,4.79,14506,1.25202831,C,Good,WoodFrame,1987,17,-122.44927,37.709545
3565 Dimond Ave,Oakland,94602,4/29/2011,2315000,Multi-Family,8,18283,1.279694827,C,Other,WoodFrame,1960,30,-122.2172798,37.8020024
370 Ellis St,San Francisco,94102,6/5/2011,2312500,Multi-Family,7.44,11800,3.434225844,B,Other,Masonry,1915,27,-122.4123084,37.7852203
1170 Lincoln Ave,Walnut Creek,94596,5/10/2011,2300000,Multi-Family,5.76,25348,0.529009099,C,Other,WoodFrame,1959,22,-122.0576058,37.9008123
12 Clinton St,Redwood City,94062,4/20/2011,2260000,Multi-Family,4.4,13824,1.525827815,C,Other,WoodFrame,1959,14,-122.242228,37.487948
1651 Larkin St,San Francisco,94109,5/27/2011,2150000,Multi-Family,5.5,6900,2.227962544,B,Other,WoodFrame,1910,12,-122.4198983,37.7932482
1500-1508 Hyde St,San Francisco,94109,6/16/2011,2090000,Multi-Family,6.3,7890,2.875364431,C,Other,WoodFrame,1907,6,-122.4179852,37.7947503
50 Ward Ct,Daly City,94015,5/13/2011,2075000,Multi-Family,8,18542,1.33022455,C,Other,Unknown,1970,15,-122.476328,37.670568
616 Moraga St,San Francisco,94122,7/12/2011,2042500,Multi-Family,8,6260,1.306616573,C,Other,Unknown,1958,6,-122.4694423,37.7566817
290 Waverley St,Menlo Park,94025,4/12/2011,2000000,Multi-Family,3.8,7754,0.861651295,C,Other,ReinforcedConcrete,1959,6,-122.168499,37.45363
4423 Edgewood Ave,Oakland,94602,5/27/2011,1980000,Multi-Family,7,11622,2.767801858,C,Other,Unknown,1920,14,-122.2203187,37.8093088
438 Gabilan St,Los Altos,94022,6/9/2011,1960000,Multi-Family,4.01,6485,0.535950413,C,Other,Unknown,1960,6,-122.1109294,37.3749257
1070 Oakmont Dr,San Jose,95117,9/20/2011,1950000,Multi-Family,9.26,14822,0.783859538,C,Other,WoodFrame,1963,13,-121.9709872,37.306766
1239-1243 E St,Hayward,94541,5/27/2011,1900000,Multi-Family,8.36,16806,0.90848154,C,Other,WoodFrame,1963,20,-122.074972,37.672065
311-321 Valley St,Sausalito,94965,6/28/2011,1900000,Multi-Family,4.5,3400,0.409737286,C,Other,WoodFrame,1959,6,-122.4813779,37.8477923
618-634 Buckeye St,Redwood City,94063,4/19/2011,1875000,Multi-Family,8.34,11398,0.79295951,C,Other,Unknown,1953,18,-122.218985,37.482642
225 25th Ave,San Francisco,94121,6/8/2011,1868000,Multi-Family,4.15,4300,0.759448958,C,Other,WoodFrame,1988,7,-122.4853231,37.7852411
271 Jayne Ave,Oakland,94610,9/30/2011,1862500,Multi-Family,6.95,11973,1.469981584,C,Other,Masonry,1960,15,-122.256623,37.813183
227 Sanchez St,San Francisco,94114,4/13/2011,1858500,Multi-Family,5.82,5990,1.918027538,C,Other,WoodFrame,1925,10,-122.4306255,37.7653997
3050 Fruitvale Ave,Oakland,94602,9/30/2011,1840000,Multi-Family,7.83,14525,1.529591407,C,Other,WoodFrame,1969,19,-122.21779,37.795309
1100 Lombard St,San Francisco,94109,6/24/2011,1800000,Multi-Family,2.17,5000,0.741070105,C,Other,Unknown,1900,5,-122.4200187,37.8021162
301 O'Keefe Rd,East Palo Alto,94303,4/5/2011,1800000,Multi-Family,6.18,17879,0.896190476,C,Other,WoodFrame,1963,20,-122.148244,37.462409
42 Atwood Ave,Sausalito,94965,9/30/2011,1800000,Multi-Family,3.15,2600,0.684570827,C,Other,WoodFrame,1958,3,-122.48029,37.851062
674-678 Homer Ave,Palo Alto,94301,5/23/2011,1770000,Multi-Family,4.27,3190,0.610292711,C,Other,WoodFrame,1957,3,-122.153115,37.448017
402 N Fair Oaks Ave,Sunnyvale,94085,6/1/2011,1740000,Multi-Family,6.44,6292,0.413186236,C,Other,Masonry,1954,12,-122.0174231,37.38372
906 Vallejo St,San Francisco,94133,6/7/2011,1730000,Multi-Family,5.22,4500,3.00400534,C,Other,Unknown,1912,3,-122.4122946,37.7983033
5424 Saint Mark Ave,Newark,94560,5/20/2011,1695000,Multi-Family,7.98,11744,0.51619709,C,Other,WoodFrame,1960,16,-122.021933,37.541299
7550 Geary Blvd,San Francisco,94121,5/24/2011,1680000,Multi-Family,7.36,5502,1.540744889,C,Other,WoodFrame,1965,9,-122.500597,37.779659
179 Dolores St,San Francisco,94103,6/2/2011,1650000,Multi-Family,5.87,5900,2.077464789,C,Other,WoodFrame,1922,8,-122.426312,37.766638
3001 Baker St,San Francisco,94123,7/22/2011,1650000,Multi-Family,6.02,4104,1.046938776,B,Other,WoodFrame,1959,6,-122.4462147,37.7987141
40 Gaven St,San Francisco,94134,4/29/2011,1650000,Multi-Family,8.4,6960,1.331547733,C,Other,Unknown,1975,9,-122.4073198,37.7339884
1521-1531 Jones St,San Francisco,94109,8/17/2011,1628000,Multi-Family,9.09,6480,2.467631379,C,Other,Unknown,1907,6,-122.4152393,37.7953342
300 Hamilton St,San Francisco,94134,7/14/2011,1625000,Multi-Family,7.4,8380,1.254115534,C,Other,Unknown,1965,10,-122.4102517,37.7270597
667-677 47th Ave,San Francisco,94121,9/23/2011,1615000,Multi-Family,6.04,5876,1.185394392,C,Other,Unknown,1949,6,-122.5082529,37.7756505
244 Grattan St,San Francisco,94117,6/8/2011,1600000,Multi-Family,6.1,4900,1.5625,C,Other,Unknown,1964,6,-122.4518454,37.7639906
1206 Capuchino Ave,Burlingame,94010,9/8/2011,1595000,Multi-Family,4.74,6051,1.014077426,C,Other,ReinforcedConcrete,1937,5,-122.3660632,37.585324
2041 Pierce St,San Francisco,94115,7/29/2011,1575000,Multi-Family,4.63,3368,1.308469308,C,Other,WoodFrame,1900,5,-122.4375065,37.789183
1814-1818 Mason St,San Francisco,94133,9/9/2011,1570000,Multi-Family,6.02,5834,2.258614015,C,Other,Unknown,1911,6,-122.4123603,37.8003593
1523-1531 15th St,San Francisco,94103,5/11/2011,1550000,Multi-Family,6.95,7198,2.582705418,B,Other,WoodFrame,1908,8,-122.418367,37.766492
1930 E 27th St,Oakland,94606,5/24/2011,1550000,Multi-Family,8,16445,1.956108005,C,Other,WoodFrame,1925,24,-122.2311652,37.795838
1143 McKinley Ave,Oakland,94610,4/26/2011,1545000,Multi-Family,6.61,10972,2.1944,C,Other,WoodFrame,1926,18,-122.239191,37.803183
435 Clifton Ave,San Jose,95128,4/6/2011,1510000,Multi-Family,6.4,7777,0.649219467,C,Other,Masonry,1955,14,-121.925268,37.320753
1435 Fulton St,San Francisco,94117,9/20/2011,1510000,Multi-Family,6.4,4441,1.292491269,C,Other,WoodFrame,1914,4,-122.440416,37.7764294
385 29th St,San Francisco,94131,7/15/2011,1500000,Multi-Family,6.47,2762,1.597455176,C,Other,WoodFrame,1959,4,-122.428437,37.743429
1822 Mcallister St,San Francisco,94115,7/29/2011,1500000,Multi-Family,7.79,5502,1.601280559,C,Other,Unknown,1900,9,-122.4423582,37.7774858
20071 Wisteria St,Castro Valley,94546,7/22/2011,1500000,Multi-Family,7,9450,0.543728423,C,Other,Masonry,1965,10,-122.086692,37.698827
28 Cole St,San Francisco,94117,5/27/2011,1500000,Multi-Family,6.03,4066,1.530297328,C,Other,WoodFrame,1912,5,-122.4510952,37.7748126
2035 15th St,San Francisco,94114,6/10/2011,1500000,Multi-Family,5.7,5283,2.128525383,C,Other,WoodFrame,1927,6,-122.429516,37.765894
702 Oak Grove Ave,Menlo Park,94025,5/6/2011,1487500,Multi-Family,3.62,8384,0.914784506,C,Other,Unknown,1954,4,-122.1857838,37.4530801
771 35th Ave,San Francisco,94121,4/28/2011,1480000,Multi-Family,4.95,5760,0.960320107,C,Other,Unknown,1911,5,-122.4953787,37.774534
1248 Brookfield Ave,Sunnyvale,94087,7/8/2011,1475000,Multi-Family,4.39,5510,0.486534216,C,Other,WoodFrame,1957,8,-122.05927,37.370571
490 Collingwood St,San Francisco,94114,6/17/2011,1475000,Multi-Family,5.77,4086,1.693327808,C,Good,Unknown,1926,8,-122.4356771,37.7545779
3574-3578 17th St,San Francisco,94110,6/7/2011,1460000,Multi-Family,5.18,8340,1.978178368,B,Other,WoodFrame,1907,6,-122.425638,37.763181
1440 Hess Rd,Redwood City,94061,6/21/2011,1455000,Multi-Family,5.76,9650,0.839203409,C,Other,WoodFrame,1956,11,-122.225816,37.471933
1142 McKinley Ave,Oakland,94610,9/28/2011,1425000,Multi-Family,6.68,10486,2.293024273,C,Other,WoodFrame,1929,14,-122.238719,37.803303
40 Clinton St,Redwood City,94062,9/20/2011,1400000,Multi-Family,3.48,9178,1.008682273,C,Other,Unknown,1948,8,-122.2416505,37.4876256
1226 S Wolfe Rd,Sunnyvale,94086,9/13/2011,1400000,Multi-Family,6.31,6884,0.1082441,C,Other,WoodFrame,1958,12,-122.0137215,37.3539194
4051-4055 19th St,San Francisco,94114,5/26/2011,1350000,Multi-Family,4.64,3496,1.307404637,B,Other,Unknown,1900,4,-122.433887,37.7591728
106 18th Ave,San Francisco,94121,4/21/2011,1350000,Multi-Family,5.14,4688,2.152433425,C,Other,Unknown,1915,5,-122.4774978,37.7859208
488-498 30th St,San Francisco,94131,5/13/2011,1350000,Multi-Family,7,5250,1.889168766,B,Other,WoodFrame,1906,11,-122.430578,37.741965
3659-3663 18th St,San Francisco,94110,5/24/2011,1338000,Multi-Family,4.72,5315,1.697540722,C,Other,WoodFrame,1907,6,-122.425258,37.761362
270 Dunster Dr,Campbell,95008,5/26/2011,1325000,Multi-Family,5.7,6878,0.510843731,C,Other,Masonry,1958,10,-121.9519364,37.2909041
1325 Laurel St,Menlo Park,94025,8/11/2011,1318000,Multi-Family,3.61,3650,0.44528486,C,Other,Unknown,1925,4,-122.1845651,37.4580256
217 5th Ave,Redwood City,94063,7/15/2011,1310000,Multi-Family,8.04,6466,0.717169476,C,Other,Unknown,1960,10,-122.205799,37.470661
