Property: Property Name,Prop City,Prop County,Last Sale,Last Price,Est. Sale Cap,Units,# 1 Bedrooms,# 2 Bedrooms,# 3 Bedrooms,Square Footage,Year Built,Prop Zip Code
1729 4th Ave,Oakland,Alameda,3/26/2013,400000,9.07,4,4,0,0,8416,1912,94606
803 Martin Luther King Jr Way,Oakland,Alameda,9/4/2013,800000,9.07,8,2,6,0,5988,1910,94607
2912 14th Ave,Oakland,Alameda,2/27/2015,1800000,9.07,18,18,0,0,12079,1949,94606
4824-4836 Bancroft Ave,Oakland,Alameda,10/14/2015,700000,9.07,7,7,0,0,17536,1951,94601
2532 High St,Oakland,Alameda,11/21/2014,500000,9.07,5,1,4,0,4888,1930,94601
3014 Huff Ave,San Jose,Santa Clara,12/11/2012,2050000,9.07,12,9,3,0,8714,1961,95128
6107-6117 Hilton St,Oakland,Alameda,12/17/2014,600000,9.07,6,0,6,0,5440,1958,94605
617 Rollins Rd,Burlingame,San Mateo,7/18/2012,1450000,9.04,8,8,0,0,7477,1946,94010
206 S 2nd St,Rio Vista,Solano,10/10/2014,440000,9.04,8,8,0,0,6498,1920,94571
518 Riley St,Santa Rosa,Sonoma,6/28/2013,421000,9.03,5,2,0,0,3599,1910,95404
600-712 O St (Marina Creek Apartments),Antioch,Alameda,12/18/2014,4380500,9.03,52,8,43,1,40500,1967,94509
151-153 Leland Ave,San Francisco,San Francisco,1/14/2016,420000,9.03,3,0,0,2,4630,1985,94134
265-271 N 6th St,San Jose,Santa Clara,7/27/2012,1477500,9.03,12,11,1,0,5724,1958,95112
899 Hillside Blvd,Daly City,San Mateo,5/4/2012,2190000,8.98,12,6,4,2,5015,1965,94014
2055 Range Ave,Santa Rosa,Sonoma,5/30/2014,12700000,8.98,150,150,0,0,141498,1952,95401
415-425 S Bernardo Ave,Sunnyvale,Santa Clara,5/31/2012,16270000,8.97,86,48,26,0,65600,1963,94086
1718 15th Ave,Oakland,Alameda,3/30/2015,459000,8.96,4,4,0,0,2468,1898,94606
308 Lux Ave,South San Francisco,San Mateo,5/1/2012,2381500,8.94,13,0,13,0,17918,1964,94080
1209-1211 39th Ave,Oakland,Alameda,8/24/2015,942000,8.91,7,4,2,0,4378,,94601
Casa Bonita,Antioch,Contra Costa,5/1/2013,2050000,8.9,24,2,22,0,19472,1970,94509
40 S 19th St,San Jose,Santa Clara,12/28/2012,1000000,8.89,8,8,0,0,4166,1956,95116
784 Vine St,San Jose,Santa Clara,8/7/2012,1000000,8.89,8,8,0,0,4576,1959,95110
366 S Willard Ave,San Jose,Santa Clara,6/17/2016,750000,8.89,6,4,2,0,3750,1955,95126
1299 E Julian St,San Jose,Santa Clara,12/28/2012,3500000,8.89,28,28,0,0,18636,1960,95116
1017 Castro,Martinez,Contra Costa,9/18/2014,1200000,8.87,6,6,0,0,4800,2004,94553
375 87th St,Daly City,San Mateo,7/11/2014,1775000,8.86,8,2,6,0,11422,1979,94015
646 Foothill Blvd,Oakland,Alameda,6/28/2013,1740000,8.86,15,3,12,0,10650,1890,94606
800 E 20th St,Oakland,Alameda,6/26/2014,1639000,8.85,16,16,0,0,9416,1963,94606
3010 Bona St,Oakland,Alameda,8/17/2012,615000,8.85,6,0,5,1,4916,1963,94601
1813 63rd St,Oakland,Alameda,6/28/2012,678000,8.84,5,0,5,0,3952,1961,94609
17-27 Home Pl E,Oakland,Alameda,8/6/2012,514400,8.81,5,0,5,0,5328,1937,94610
3822 Seven Trees Blvd,San Jose,Santa Clara,1/1/2013,1060000,8.81,7,1,6,0,5901,1978,95111
1629 46th Ave,Oakland,Alameda,3/9/2016,515000,8.8,5,4,1,0,2924,1960,94601
569-575 Avalani Ave,San Jose,Santa Clara,7/27/2012,1520000,8.78,12,0,12,0,13214,1965,95133
420 Sands Dr,San Jose,Santa Clara,4/30/2015,23680000,8.76,112,0,59,46,164727,1997,95125
943-945 Stanyan St,San Francisco,San Francisco,5/13/2016,817000,8.76,6,6,0,0,3750,1900,94117
2033 Latham St,Mountain View,Santa Clara,11/30/2012,5485000,8.74,26,22,4,0,28284,1958,94040
655 S Fair Oaks Ave,Sunnyvale,Santa Clara,5/30/2014,149094931,8.72,766,509,202,12,531132,1972,94086
1061 S Almaden Ave,San Jose,Santa Clara,9/21/2012,765000,8.72,6,4,2,0,3604,1960,95110
320 Clementina St,San Francisco,San Francisco,10/13/2016,40725000,8.69,336,72,0,0,162916,1971,94103
1071 81st Ave,Oakland,Alameda,12/9/2015,730000,8.69,7,0,7,0,4721,1963,94621
3126 Lone Tree Way,Antioch,Contra Costa,4/1/2014,1400000,8.69,16,0,14,2,16516,1960,94509
1568 36th Ave,oakland,Alameda,8/12/2016,692000,8.67,5,2,2,1,4276,1946,94601
725 Central Ave,Alameda,Alameda,1/6/2015,2107500,8.66,24,12,0,0,18762,1923,94501
333 Main St,Redwood City,San Mateo,5/14/2014,83200000,8.66,132,41,88,3,122000,2013,94063
415-417 A St,Daly City,San Mateo,12/20/2012,19000000,8.64,85,66,2,0,79183,1965,94014
3518 Quigley St,Oakland,Alameda,6/25/2013,525000,8.64,5,5,0,0,2463,1925,94619
48 Birch St,Redwood City,San Mateo,2/1/2013,1900000,8.62,10,2,4,0,5756,1954,94062
18710-18760 Sonoma Hwy,Sonoma,Sonoma,4/1/2013,617500,8.62,7,6,0,1,3700,1945,95476
649 S 9th St,San Jose,Santa Clara,6/22/2012,1550000,8.61,12,12,0,0,6364,1959,95112
1338 Holly St,San Carlos,San Mateo,11/5/2013,1510000,8.61,7,4,1,0,3390,1882,94070
22888 Alice St,Hayward,Alameda,9/6/2013,980000,8.6,8,0,7,1,6580,1958,94541
118 Rainier St,San Jose,Santa Clara,9/14/2012,1025000,8.6,7,6,0,0,5856,1899,95126
1630 35th Ave,Oakland,Alameda,6/4/2014,950000,8.59,9,9,0,0,4554,1959,94601
477 Chetwood,Oakland,Alameda,2/15/2013,950000,8.59,9,8,2,0,5296,1952,94610
158 Graham Ave,San Jose,Santa Clara,10/7/2012,1035000,8.59,8,6,2,0,12476,1955,95110
240 Logan St,Rio Vista,Solano,5/4/2012,405000,8.59,7,0,7,0,7974,,94571
2022 36th Ave,Oakland,Alameda,11/6/2015,1800000,8.56,17,14,3,0,10268,1959,94601
1921 26th Ave,Oakland,Alameda,10/22/2014,1800000,8.56,17,12,6,0,10341,1928,94601
25013 Cypress Ave,Hayward,Alameda,11/24/2014,1600000,8.56,18,16,2,0,9032,1962,94544
2268 Park Blvd,Oakland,Alameda,11/21/2012,955000,8.55,9,6,1,0,6860,1951,94606
3189 Cadillac Drive,San Jose,Santa Clara,1/29/2013,2600000,8.55,20,12,8,0,14000,1958,95117
360 W Olive Ave,Sunnyvale,Santa Clara,5/31/2012,2380000,8.55,12,6,6,0,18200,1960,94086
3217 Cadillac Dr,San Jose,Santa Clara,12/7/2012,1300000,8.55,10,8,2,0,6054,1958,95117
8587 Church St,Gilroy,Santa Clara,10/31/2012,6500000,8.55,48,24,24,0,40080,1978,95020
380 Euclid Ave,Oakland,Alameda,4/24/2014,2230000,8.54,21,18,3,0,16191,1960,94610
7900 Ney Ave,Oakland,Alameda,9/25/2015,1170000,8.53,11,0,7,3,10187,1963,94605
200 E 15th St,Oakland,Alameda,7/12/2013,5100000,8.53,48,40,0,0,24192,1955,94606
3065 Richmond Blvd,Oakland,Alameda,12/28/2012,957500,8.52,9,8,1,0,6656,1958,94611
1100 4th Ave,Oakland,Alameda,3/6/2013,640000,8.5,6,1,5,0,5563,1912,94606
3251 Martin Luther King Jr Way,Oakland,Alameda,7/28/2014,535000,8.47,5,3,1,1,2856,1913,94609
1283 Clinton St,Redwood City,San Mateo,11/30/2012,1355000,8.46,7,6,1,0,5080,1956,94061
1733 Seminary Ave,Oakland,Alameda,11/8/2016,1825000,8.45,17,0,17,0,12663,1929,94621
555 Crespi Dr,Pacifica,San Mateo,10/16/2015,19448000,8.42,100,100,0,0,71372,1972,94044
678 37th St,Oakland,Alameda,2/14/2017,1425000,8.42,10,10,0,0,4412,1966,94609
369 Green St,San Francisco,San Francisco,10/8/2014,750000,8.42,6,5,0,0,4987,1908,94133
325 Leavenworth St,San Francisco,San Francisco,8/1/2014,1632000,8.41,9,8,1,0,6750,1907,94102
113 Clarendon Rd,Pacifica,San Mateo,12/27/2012,975000,8.4,5,1,3,1,6032,1964,94044
5908 Martin Luther King Jr Way - Master Copy,Oakland,Alameda,6/12/2012,540000,8.4,5,0,4,0,5741,1964,94609
1725 Hyde St,San Francisco,San Francisco,4/7/2015,877000,8.4,7,0,6,1,7746,1911,94109
7940 Brentwood Blvd,Brentwood,Contra Costa,9/5/2014,2540000,8.38,28,11,1,0,14760,1965,94513
673 31st St,Oakland,Alameda,6/27/2013,650000,8.37,6,2,4,0,7365,1971,94609
4645-4667 Sonoma Hwy,Santa Rosa,Sonoma,8/29/2012,1700000,8.35,8,0,8,0,9792,2005,95409
Bart Terrace,Hayward,Alameda,11/6/2012,2900000,8.35,23,0,23,0,19560,1964,94544
589 N 3rd St,San Jose,Santa Clara,6/22/2012,1600000,8.34,12,12,0,0,3900,1950,95112
450 Vera Ave,Redwood City,San Mateo,9/26/2014,3150000,8.32,16,11,4,0,16213,1964,94061
2856 Fruitvale Ave,Oakland,Alameda,4/30/2014,4575000,8.32,42,36,6,0,24972,1959,94601
2045 38th Ave,Oakland,Alameda,3/12/2013,765000,8.3,7,0,7,0,5173,1925,94601
1365 Dawn Hill Rd,Glen Ellen,Sonoma,12/19/2012,550000,8.3,6,3,2,1,3852,1950,95442
2994 Van Sansul Ave,San Jose,Santa Clara,5/31/2013,3175000,8.3,17,7,10,0,13232,1959,95128
801 14th St,Oakland,Alameda,3/21/2016,12800000,8.29,117,39,44,0,95000,1971,94607
765 Marsh Rd,Menlo Park,San Mateo,4/11/2013,989000,8.28,5,4,1,0,3892,1961,94025
373 River Oaks Cir,San Jose,Santa Clara,4/2/2014,50552500,8.28,226,100,126,0,191361,1991,95134
765 Marsh Road,Menlo Park,San Mateo,4/11/2013,989000,8.28,5,4,1,0,3892,1961,94025
524 Dudley Ave,San Jose,Santa Clara,9/6/2012,3000000,8.27,16,10,5,0,9858,1956,95128
331 Curtner Ave,Palo Alto,Santa Clara,5/11/2012,3355000,8.27,13,12,1,0,7584,1955,94306
1826 Broadway Ave,San Pablo,Contra Costa,6/19/2013,920000,8.27,10,9,1,0,4816,1945,94806
2980 Huff Ave,San Jose,Santa Clara,7/12/2013,4500000,8.27,24,8,16,0,16768,1958,95128
Alhambra Manor Apartment Homes,Martinez,Contra Costa,6/27/2013,3500000,8.26,38,37,1,0,20812,1958,94553
2059 Golden Gate Ave,San Francisco,San Francisco,11/30/2012,1325000,8.26,5,4,1,0,3867,1900,94115
9838-9840 Holly St,Oakland,Alameda,10/31/2014,550500,8.24,5,1,4,0,4024,1960,94603
2610 62nd Ave,Oakland,Alameda,9/25/2015,1100000,8.24,10,2,8,0,7600,1966,94605
901-911 55th St,Oakland,Alameda,10/5/2012,550000,8.24,5,0,3,1,4400,1965,94608
917 Howard Ave,Burlingame,San Mateo,5/14/2012,795000,8.24,4,2,1,0,2550,1915,94010
1473 E 33rd St,Oakland,Alameda,7/18/2014,883000,8.22,8,8,0,0,5568,1926,94602
1528 Alice St,Oakland,Alameda,10/28/2013,1750000,8.22,12,10,2,0,9721,1910,94612
1927 5th Ave,Oakland,Alameda,6/4/2013,1655000,8.22,15,15,0,0,7680,1963,94606
4029 Will Rogers Dr,San Jose,Santa Clara,7/31/2012,3650000,8.22,27,25,2,0,18824,1962,95117
1717 12th St,Oakland,Alameda,12/11/2015,1500000,8.22,12,12,0,0,5771,1889,94607
3301 35th Ave,Oakland,Alameda,2/28/2014,885000,8.2,8,0,8,0,5850,1955,94619
1359 Lewis St,Santa Clara,Santa Clara,9/12/2014,1085000,8.2,8,8,0,0,4050,1958,95050
237 Revey Ave,San Jose,Santa Clara,9/27/2013,1135000,8.2,6,4,1,1,4143,1965,95128
2401 San Pablo Ave,Oakland,Alameda,8/16/2013,775000,8.19,7,2,2,0,5780,1912,94612
517 Vera Ave,Redwood City,San Mateo,1/14/2013,1200909,8.18,6,3,3,0,6975,1964,94061
1804 62nd St,Berkeley,Alameda,7/31/2014,880000,8.18,6,6,0,0,4422,1915,94703
374 N 5th St,San Jose,Santa Clara,6/29/2012,815000,8.18,6,3,3,0,4285,1962,95112
3525 Gray St,Oakland,Alameda,8/14/2014,1110000,8.17,10,0,10,0,7392,1963,94601
430 N 2nd St,San Jose,Santa Clara,4/1/2015,1235000,8.16,8,2,0,0,3398,1898,95112
3101 Magliocco Dr,San Jose,Santa Clara,11/2/2016,28500000,8.16,50,15,24,11,69468,2008,95128
22315 Rockaway Ln,Hayward,Alameda,8/31/2012,653000,8.15,7,0,7,0,3146,1961,94541
4255 Central Ave,Fremont,Alameda,12/17/2012,1250000,8.11,8,1,7,0,8576,1988,94536
1609 21st Ave,Oakland,Alameda,4/26/2016,560000,8.1,5,5,0,0,2784,1957,94606
3004 Brookdale Ave,Oakland,Alameda,11/14/2012,672000,8.1,6,2,2,2,5484,1964,94602
255 N 3rd St,San Jose,Santa Clara,6/22/2012,2195000,8.1,16,16,0,0,6525,1964,95112
Tahoe Terrance Apartments,Oakland,Alameda,10/22/2013,5825000,8.09,52,50,2,0,26005,1962,94601
523 Chestnut St,San Carlos,San Mateo,10/29/2012,3850000,8.08,19,14,5,0,16575,1954,94070
2451 Middlefield Rd,Redwood City,San Mateo,9/24/2014,3650000,8.08,18,10,0,0,15680,1964,94063
3101-3162 Starburst Ct,San Jose,Santa Clara,7/6/2012,3850000,8.08,12,0,5,7,17235,2006,95127
977 N 7th St,San Jose,Santa Clara,12/4/2013,1100000,8.08,8,8,0,0,4004,1957,95112
2707 Fruitvale Ave,Oakland,Alameda,7/19/2013,900000,8.06,8,0,8,0,7556,1945,94601
460 28th St,Oakland,Alameda,8/21/2015,892000,8.06,7,4,0,0,3797,1903,94609
5600 Bancroft Ave,Oakland,Alameda,7/24/2015,900000,8.06,8,3,5,0,5690,1964,94605
635 Macarthur Blvd,Oakland,Alameda,12/20/2012,1131000,8.02,10,10,0,0,5766,1956,94610
1707 28th Ave,Oakland,Alameda,2/25/2016,678000,8.02,6,6,0,0,4238,1923,94601
3007 35th Ave,Oakland,Alameda,5/1/2014,565000,8.02,5,0,5,0,4300,1970,94619
15411-15499 Marty Dr,Glen Ellen,Sonoma,7/28/2015,6650000,8.01,42,25,16,1,25200,1992,95442
924 College Dr,San Jose,Santa Clara,8/14/2013,1550000,8,8,5,2,1,8414,1961,95128
201 4th Ave,Redwood City,San Mateo,5/23/2014,4100000,7.99,20,20,0,0,14011,1963,94063
1601 165th Ave,San Leandro,Alameda,1/15/2014,11050000,7.98,116,10,72,22,184239,1973,94578
3000 Nicol Ave,Oakland,Alameda,7/31/2013,1250000,7.98,11,0,9,2,6050,1963,94602
408 Orange St,Oakland,Alameda,5/15/2015,1158500,7.98,9,2,2,0,5380,1902,94610
726 E 5th Ave,San Mateo,San Mateo,1/9/2015,1400000,7.96,6,3,1,0,3187,1902,94402
1307 Monte Diablo Ave,San Mateo,San Mateo,10/7/2014,14200000,7.96,69,54,0,0,38766,1962,94401
1121 El Camino Real,Burlingame,San Mateo,6/13/2012,1030000,7.95,5,4,1,0,5251,1958,94010
600-604 S 5th St,San Jose,Santa Clara,10/25/2013,1267500,7.95,8,6,0,0,4820,1904,95112
1975 Courtland Ave,Oakland,Alameda,2/11/2013,570000,7.95,5,5,0,0,4330,1949,94601
717-723 Sutter St,Vallejo,Solano,3/5/2014,565000,7.92,9,9,0,0,6017,1920,94590
602 Cypress Ave,San Mateo,San Mateo,6/6/2012,1035000,7.91,5,3,2,0,6450,1968,94401
505-507 Baden Ave,South San Francisco,San Mateo,6/20/2013,1038000,7.89,5,3,1,1,5520,1960,94080
511 E Reed St,San Jose,Santa Clara,5/25/2012,1690000,7.89,12,8,4,0,7116,1958,95112
418 Foothill Blvd,Oakland,Alameda,3/22/2013,805000,7.88,7,3,1,1,3968,1922,94606
181 Irene Ct,Belmont,San Mateo,5/10/2012,2500000,7.86,12,7,5,0,12748,1959,94002
1315 Ebener St,Redwood City,San Mateo,5/24/2013,1250000,7.86,6,3,2,0,5439,1961,94061
2240 Angela Ct,Campbell,Santa Clara,10/2/2012,1700000,7.85,12,12,0,0,6741,1965,95008
250-290 N Idaho St,San Mateo,San Mateo,5/24/2013,7100000,7.84,34,14,19,1,35593,1962,94401
535 20th St,Richmond,Contra Costa,4/23/2014,485000,7.84,5,3,2,0,2980,1959,94801
795 Deland Ave,San Jose,Santa Clara,7/24/2014,1384000,7.84,7,5,2,0,2941,1961,95128
2946 Brookdale Ave,Oakland,Alameda,10/16/2012,695000,7.83,6,0,0,4,50000,1963,94602
24970 Cypress Ave,Hayward,Alameda,9/25/2015,700000,7.82,6,0,6,0,6444,1981,94544
Paramount Arms,Concord,Contra Costa,9/18/2012,3700000,7.81,38,12,18,0,41954,1964,94521
1411 MacArthur Blvd,Oakland,Alameda,10/20/2012,465000,7.8,4,1,3,0,3256,1966,94602
444 Page St,San Jose,Santa Clara,3/15/2013,1140000,7.8,8,4,4,0,5248,1963,95126
Pinehurst Apartments,Hayward,Alameda,12/31/2013,3900000,7.8,24,0,17,7,21023,1992,94544
408 Winchester St,Daly City,San Mateo,7/15/2014,1050000,7.8,5,2,1,0,3718,1917,94014
127 Madoline St,Pittsburg,Contra Costa,11/18/2014,390000,7.8,4,2,2,0,2897,1952,94565
518 19th Ave,San Mateo,San Mateo,10/28/2014,1475000,7.77,7,4,0,0,5440,1958,94403
3183 Impala Dr,San Jose,Santa Clara,6/8/2012,860000,7.75,6,2,4,0,4622,1959,95117
2127 Fruitdale Ave,San Jose,Santa Clara,1/30/2015,1200000,7.75,6,3,1,0,3900,1960,95128
546 N 3rd St,San Jose,Santa Clara,5/25/2012,1150000,7.73,8,4,4,0,5760,1963,95112
2800 Nicol Ave,Oakland,Alameda,9/16/2015,2700000,7.72,23,22,1,0,32872,1960,94602
2233 7th Ave,Oakland,Alameda,8/29/2014,942500,7.7,8,8,0,0,5500,1953,94606
1880 Pine St,San Francisco,San Francisco,11/13/2015,15470000,7.69,113,14,1,0,90000,1973,94109
211 Lincoln Ave,Redwood City,San Mateo,11/28/2012,851500,7.69,4,4,0,0,4509,1965,94061
609 N Amphlett Blvd,San Mateo,San Mateo,5/29/2013,853000,7.68,4,0,4,0,4036,1950,94401
154-166 Tunstead Ave,San Anselmo,Marin,3/28/2013,1250000,7.68,8,2,6,0,8550,1973,94960
173 Santa Lucia Ave,San Bruno,San Mateo,7/12/2012,1070000,7.65,5,1,4,0,4317,1962,94066
8 Yosemite Ave,Oakland,Alameda,11/29/2012,1308000,7.63,11,9,0,0,7134,1923,94611
1650 Bay Rd,East Palo Alto,San Mateo,3/31/2016,882000,7.63,5,3,0,1,3825,1960,94303
901 59th Street,Oakland,Alameda,5/16/2014,595000,7.62,5,2,1,0,3466,,94608
74 Lausanne Ave,Daly City,San Mateo,5/24/2012,645000,7.62,3,2,0,1,4348,1965,94014
Eden Issei Terrace,Hayward,Alameda,4/1/2013,10000000,7.61,100,75,0,0,107727,,94544
3833 Maybelle Ave,Oakland,Alameda,3/15/2013,1310500,7.61,11,8,2,1,8424,1964,94619
710-750 Boyd St,Santa Rosa,Sonoma,10/6/2014,2100000,7.61,21,18,3,0,10806,1962,95407
1644-1650 10th Ave,Oakland,Alameda,4/30/2015,955000,7.6,8,8,0,0,7116,1952,94606
545 Georgia St,Vallejo,Solano,7/22/2016,2360000,7.59,36,7,0,0,15817,1924,94509
751 S 3rd St,San Jose,Santa Clara,9/6/2012,1610000,7.59,11,6,5,0,7373,1960,95112
2262-2270 High St,Oakland,Alameda,4/9/2015,1075000,7.59,9,3,6,0,12250,1917,94601
5529-5535 Mission St,San Francisco,San Francisco,12/19/2012,1900000,7.57,12,8,0,0,5682,1951,94112
139-143 E Julian St,San Jose,Santa Clara,2/13/2015,1500000,7.56,9,1,1,0,4054,1898,95112
7700 Ney Ave,Oakland,Alameda,5/20/2016,720000,7.56,6,3,1,2,5799,1964,94605
568 29th St,Oakland,Alameda,10/31/2013,480000,7.56,4,2,2,0,2876,1922,94609
1450 Carmelita Ave,Burlingame,San Mateo,7/26/2012,2390000,7.54,11,5,3,0,8867,1962,94010
1207 Leigh Ave,San Jose,Santa Clara,10/23/2012,1180000,7.54,8,6,2,0,4808,1963,95126
216 Santa Lucia Ave,San Bruno,San Mateo,9/30/2013,1740000,7.53,8,0,8,0,5880,1961,94066
5405 Morrow Dr,San Pablo,Contra Costa,3/31/2016,3130000,7.53,31,5,26,0,38968,1958,94806
409 E 21st St,Oakland,Alameda,9/27/2012,1085000,7.52,9,1,0,0,6176,1933,94606
848 International Blvd,Oakland,Alameda,6/19/2013,845000,7.51,7,0,5,2,8348,1943,94606
1703 24th Ave,Oakland,Alameda,4/15/2014,725000,7.5,6,0,3,3,4345,1950,94601
2800 Viola St,Oakland,Alameda,5/10/2016,725000,7.5,6,6,0,0,3922,1962,94619
3680-3681 Cape Cod Ct,San Jose,Santa Clara,5/30/2012,4150000,7.5,28,0,0,28,28224,1964,95117
1555-1561 W College Ave,Santa Rosa,Sonoma,4/10/2015,575000,7.49,5,3,1,1,3750,1904,95401
755 Templeton Ave,Daly City,San Mateo,9/10/2013,1755000,7.47,8,0,8,0,7990,1962,94014
1905 Carolina St,Vallejo,Solano,12/31/2014,1200000,7.46,18,8,7,3,10250,,94590
1308 Leafwood Dr,Novato,Marin,2/17/2015,1930000,7.46,12,4,8,0,8400,1960,94947
1255 E Woodside Rd,Redwood City,San Mateo,10/16/2012,2195000,7.46,10,4,6,0,9158,1961,94061
3035 Lynde St,Oakland,Alameda,10/14/2015,1215000,7.46,10,0,9,1,8667,1962,94601
409 Rogell Ct,San Mateo,San Mateo,4/18/2014,1100000,7.45,5,4,1,0,3317,1960,94401
467 Clinton St,Redwood City,San Mateo,8/21/2013,2200000,7.45,10,6,4,0,15303,1964,94062
688 S 7th St,San Jose,Santa Clara,1/6/2016,51250000,7.45,103,50,50,0,100000,2015,95112
1161 Harrison St,Santa Clara,Santa Clara,6/14/2012,1045000,7.45,7,7,0,0,6280,1958,95050
122 Graham Ave,San Jose,Santa Clara,5/30/2014,2685000,7.45,18,17,0,0,16083,1952,95110
121 E Tasman Dr,San Jose,Santa Clara,7/14/2014,86700000,7.44,174,69,102,0,201319,2013,95134
2656 38th Ave,Oakland,Alameda,7/24/2013,610000,7.43,5,0,5,0,3948,1955,94619
1530 Jones St,San Francisco,San Francisco,4/3/2015,850000,7.43,6,6,0,0,4440,1910,94109
573 Huntington Ave,San Bruno,San Mateo,5/30/2013,1325000,7.42,6,0,6,0,10062,1977,94066
749 Wilbur Ave,Antioch,Contra Costa,8/22/2014,1025000,7.42,10,8,1,1,6500,1924,94509
1215 Filbert St,San Francisco,San Francisco,7/13/2016,1702500,7.42,9,7,7,6,6456,6456,94109
3035 Pleitner Ave,Oakland,Alameda,1/24/2014,1955000,7.42,16,9,7,0,10850,1962,94602
188-198 Laurel St,San Carlos,San Mateo,8/23/2012,1325000,7.42,6,6,0,0,5357,1954,94070
3026 Richmond Blvd,Oakland,Alameda,1/11/2013,734500,7.41,6,6,0,0,3759,1957,94611
411 Fairmount Ave,Oakland,Alameda,3/14/2014,4050000,7.39,33,30,3,0,18849,1959,94611
1328 Sutter Ave,San Pablo,Contra Costa,3/23/2015,515000,7.38,5,0,5,0,3711,1961,94806
Sunset Pines,Concord,Contra Costa,7/31/2012,7115000,7.38,69,57,12,0,49953,1967,94520
2960 Van Sansul Ave,San Jose,Santa Clara,8/26/2013,1680000,7.38,8,4,3,1,8350,1960,95128
9825 Macarthur Blvd,Oakland,Alameda,3/5/2014,615000,7.37,5,4,1,0,3558,1958,94605
1990 Latham St,Mountain View,Santa Clara,6/26/2013,9000000,7.37,36,26,8,0,24504,1959,94040
9829 Macarthur Blvd,Oakland,Alameda,3/5/2014,615000,7.37,5,4,1,0,3558,1958,94605
510 Chiechi Ave,San Jose,Santa Clara,5/31/2012,1510000,7.36,10,0,10,0,7564,1959,95126
3600 Dimond Ave,Oakland,Alameda,7/31/2013,3700000,7.35,30,18,9,0,20235,1964,94602
789 Buena Vista Ave W,San Francisco,San Francisco,11/23/2016,975000,7.34,6,5,1,0,11259,1900,94117
175 Sutter St,San Jose,Santa Clara,10/24/2012,1516000,7.33,10,6,3,1,7038,1955,95110
1640 La Rossa Cir,San Jose,Santa Clara,2/20/2014,36400000,7.33,144,0,144,0,120000,1988,95125
10900 Macarthur Blvd,Oakland,Alameda,8/1/2016,2475000,7.33,12,0,1,11,8478,1989,94605
20370 Haviland Ave,Hayward,Alameda,12/31/2012,830000,7.33,8,8,1,0,3328,1945,94541
807 Sutter St,Vallejo,Solano,10/23/2015,1699000,7.32,25,25,0,0,17160,1920,94590
2019 7th St,Berkeley,Alameda,11/22/2013,620000,7.31,5,3,2,0,3321,1930,94710
21716 Vallejo St,Hayward,Alameda,5/3/2012,520000,7.31,5,4,1,0,3230,,94541
2400-2424 Bayshore Blvd,San Francisco,San Francisco,3/20/2015,3100000,7.31,19,8,1,0,18000,1905,94134
1240 Broadway Ave,San Pablo,Contra Costa,4/2/2013,520000,7.31,5,0,5,0,3900,1963,94806
181--187 Avram Ave,Rohnert Park,Sonoma,10/12/2012,5000000,7.3,40,12,18,10,31800,1978,94928
1607 Prince St,Berkeley,Alameda,4/11/2014,823000,7.29,5,0,5,0,3612,1964,94703
590 Ralston Ave,Belmont,San Mateo,6/14/2013,1575000,7.28,7,6,0,0,5354,1961,94002
11046-11056 San Leandro St,Oakland,Alameda,3/4/2016,1370000,7.28,11,5,4,0,5040,1947,94603
1130 30th St,Oakland,Alameda,6/10/2016,4995000,7.26,40,6,0,0,17840,1929,94608
274 40th St,Oakland,Alameda,10/7/2015,2750000,7.25,22,0,22,0,14520,1962,94611
1814 Derby St,Berkeley,Alameda,1/13/2015,875000,7.25,7,5,0,0,3650,1927,94703
3136 Coolidge Ave,Oakland,Alameda,12/19/2014,1000000,7.25,8,0,7,1,17508,1962,94602
3721 Lincoln Ave,Oakland,Alameda,5/15/2013,750000,7.25,6,2,4,0,4567,1960,94602
4812-4814 Tompkins Ave,Oakland,Alameda,11/6/2015,750000,7.25,6,4,2,0,4371,1962,94619
480 Crescent St,Oakland,Alameda,3/29/2013,3380000,7.24,27,15,5,0,16697,1963,94610
Pine Villa Apts,Hayward,Alameda,7/14/2016,2100000,7.24,20,0,20,0,15680,1960,94544
3206 Park Blvd,Oakland,Alameda,12/28/2012,627000,7.23,5,0,5,0,12960,1959,94610
27 Topeka Ave,San Jose,Santa Clara,4/20/2016,1500000,7.23,7,5,0,0,5740,1953,95128
1515 Regent St,Redwood City,San Mateo,5/16/2012,1587000,7.22,7,0,7,0,9441,1963,94061
2005 California St,Mountain View,Santa Clara,5/31/2013,10725000,7.22,42,21,21,0,35653,1961,94040
666 Ellis St,San Francisco,San Francisco,11/23/2015,14625000,7.2,100,23,0,0,73150,1971,94109
3227 Prentiss St,Oakland,Alameda,5/30/2014,756000,7.2,6,0,6,0,4962,1961,94601
1900 Poco Way,San Jose,Santa Clara,2/20/2015,20100000,7.19,130,14,54,54,143284,1962,95116
1515-1517 Pine St,San Francisco,San Francisco,1/9/2014,1025000,7.19,7,7,0,0,3734,1924,94109
1809 Filbert St,Oakland,Alameda,11/24/2014,1895000,7.18,15,6,0,0,8178,1928,94607
758 Dutton Ave,Santa Rosa,Sonoma,1/8/2014,847500,7.18,8,0,7,1,7342,1940,95407
230 Aspen Ave,South San Francisco,San Mateo,5/19/2014,1599000,7.17,7,7,0,0,6194,1977,94080
